sku,product_name,category,warehouse,stock_quantity,reorder_level
SKU03826,Product 3826,Sports,WH-DEL,8,14
SKU03827,Product 3827,Toys,WH-BLR,19,11
SKU03828,Product 3828,Apparel,WH-DEL,83,18
SKU03829,Product 3829,Sports,WH-MUM,107,33
SKU03830,Product 3830,Apparel,WH-DEL,54,36
SKU03831,Product 3831,Sports,WH-BLR,305,18
SKU03832,Product 3832,Apparel,WH-PUN,97,32
SKU03833,Product 3833,Home,WH-DEL,466,26
SKU03834,Product 3834,Apparel,WH-BLR,499,36
SKU03835,Product 3835,Apparel,WH-BLR,419,36
SKU03836,Product 3836,Books,WH-BLR,380,17
SKU03837,Product 3837,Home,WH-MUM,151,22
SKU03838,Product 3838,Beauty,WH-DEL,465,31
SKU03839,Product 3839,Electronics,WH-MUM,330,30
SKU03840,Product 3840,Toys,WH-PUN,63,35
SKU03841,Product 3841,Sports,WH-HYD,250,41
SKU03842,Product 3842,Sports,WH-DEL,281,15
SKU03843,Product 3843,Electronics,WH-MUM,347,48
SKU03844,Product 3844,Apparel,WH-BLR,51,37
SKU03845,Product 3845,Home,WH-BLR,274,22
SKU03846,Product 3846,Apparel,WH-HYD,464,22
SKU03847,Product 3847,Home,WH-MUM,172,36
SKU03848,Product 3848,Books,WH-DEL,312,23
SKU03849,Product 3849,Books,WH-HYD,98,46
SKU03850,Product 3850,Apparel,WH-DEL,361,12
SKU03851,Product 3851,Toys,WH-MUM,448,38
SKU03852,Product 3852,Sports,WH-HYD,42,25
SKU03853,Product 3853,Apparel,WH-PUN,90,16
SKU03854,Product 3854,Home,WH-MUM,181,31
SKU03855,Product 3855,Beauty,WH-PUN,70,40
SKU03856,Product 3856,Books,WH-BLR,223,50
SKU03857,Product 3857,Electronics,WH-BLR,195,23
SKU03858,Product 3858,Beauty,WH-MUM,168,11
SKU03859,Product 3859,Sports,WH-BLR,346,10
SKU03860,Product 3860,Sports,WH-PUN,318,44
SKU03861,Product 3861,Sports,WH-PUN,221,15
SKU03862,Product 3862,Books,WH-MUM,307,10
SKU03863,Product 3863,Books,WH-PUN,246,37
SKU03864,Product 3864,Sports,WH-HYD,253,46
SKU03865,Product 3865,Sports,WH-PUN,292,23
SKU03866,Product 3866,Sports,WH-DEL,341,46
SKU03867,Product 3867,Electronics,WH-PUN,330,28
SKU03868,Product 3868,Toys,WH-HYD,287,27
SKU03869,Product 3869,Electronics,WH-BLR,199,25
SKU03870,Product 3870,Books,WH-DEL,493,48
SKU03871,Product 3871,Books,WH-DEL,356,12
SKU03872,Product 3872,Home,WH-DEL,72,33
SKU03873,Product 3873,Electronics,WH-HYD,172,30
SKU03874,Product 3874,Toys,WH-HYD,266,23
SKU03875,Product 3875,Beauty,WH-BLR,460,31
SKU03876,Product 3876,Apparel,WH-BLR,104,40
SKU03877,Product 3877,Apparel,WH-PUN,17,47
SKU03878,Product 3878,Beauty,WH-HYD,309,37
SKU03879,Product 3879,Beauty,WH-PUN,256,33
SKU03880,Product 3880,Sports,WH-MUM,416,23
SKU03881,Product 3881,Electronics,WH-HYD,35,20
SKU03882,Product 3882,Electronics,WH-DEL,467,35
SKU03883,Product 3883,Toys,WH-DEL,181,29
SKU03884,Product 3884,Books,WH-PUN,,26
SKU03885,Product 3885,Beauty,WH-BLR,431,49
SKU03886,Product 3886,Beauty,WH-MUM,478,28
SKU03887,Product 3887,Apparel,WH-DEL,383,11
SKU03888,Product 3888,Home,WH-HYD,174,41
SKU03889,Product 3889,Books,WH-DEL,33,23
SKU03890,Product 3890,Electronics,WH-BLR,348,39
SKU03891,Product 3891,Home,WH-PUN,,36
SKU03892,Product 3892,Sports,WH-PUN,21,47
SKU03893,Product 3893,Home,WH-PUN,390,34
SKU03894,Product 3894,Beauty,WH-PUN,312,22
SKU03895,Product 3895,Toys,WH-PUN,169,29
SKU03896,Product 3896,Home,WH-BLR,104,22
SKU03897,Product 3897,Home,WH-PUN,51,27
SKU03898,Product 3898,Home,WH-BLR,393,16
SKU03899,Product 3899,Home,WH-PUN,86,37
SKU03900,Product 3900,Beauty,WH-BLR,23,10
SKU03901,Product 3901,Sports,WH-PUN,387,16
SKU03902,Product 3902,Electronics,WH-MUM,282,13
SKU03903,Product 3903,Sports,WH-PUN,334,47
SKU03904,Product 3904,Home,WH-DEL,59,29
SKU03905,Product 3905,Electronics,WH-MUM,381,10
SKU03906,Product 3906,Toys,WH-DEL,183,45
SKU03907,Product 3907,Electronics,WH-DEL,178,25
SKU03908,Product 3908,Home,WH-HYD,345,50
SKU03909,Product 3909,Books,WH-BLR,139,48
SKU03910,Product 3910,Beauty,WH-BLR,352,36
SKU03911,Product 3911,Electronics,WH-BLR,130,20
SKU03912,Product 3912,Beauty,WH-MUM,411,38
SKU03913,Product 3913,Home,WH-MUM,69,24
SKU03914,Product 3914,Sports,WH-BLR,358,28
SKU03915,Product 3915,Apparel,WH-PUN,174,35
SKU03916,Product 3916,Toys,WH-MUM,6,18
SKU03917,Product 3917,Electronics,WH-PUN,129,15
SKU03918,Product 3918,Home,WH-MUM,232,18
SKU03919,Product 3919,Books,WH-BLR,188,46
SKU03920,Product 3920,Books,WH-HYD,358,43
SKU03921,Product 3921,Home,WH-BLR,333,38
SKU03922,Product 3922,Toys,WH-HYD,406,42
SKU03923,Product 3923,Apparel,WH-DEL,438,46
SKU03924,Product 3924,Sports,WH-PUN,50,16
SKU03925,Product 3925,Apparel,WH-MUM,84,34
SKU03926,Product 3926,Electronics,WH-MUM,199,20
SKU03927,Product 3927,Toys,WH-PUN,,12
SKU03928,Product 3928,Toys,WH-HYD,309,10
SKU03929,Product 3929,Electronics,WH-PUN,82,39
SKU03930,Product 3930,Books,WH-DEL,300,48
SKU03931,Product 3931,Books,WH-BLR,222,32
SKU03932,Product 3932,Electronics,WH-MUM,443,49
SKU03933,Product 3933,Electronics,WH-HYD,39,31
SKU03934,Product 3934,Books,WH-BLR,,25
SKU03935,Product 3935,Beauty,WH-DEL,60,18
SKU03936,Product 3936,Toys,WH-MUM,343,23
SKU03937,Product 3937,Beauty,WH-PUN,122,40
SKU03938,Product 3938,Sports,WH-HYD,0,13
SKU03939,Product 3939,Books,WH-BLR,157,39
SKU03940,Product 3940,Beauty,WH-MUM,390,45
SKU03941,Product 3941,Apparel,WH-MUM,235,22
SKU03942,Product 3942,Electronics,WH-HYD,239,18
SKU03943,Product 3943,Books,WH-DEL,18,30
SKU03944,Product 3944,Apparel,WH-BLR,117,11
SKU03945,Product 3945,Apparel,WH-BLR,3,31
SKU03946,Product 3946,Beauty,WH-PUN,,36
SKU03947,Product 3947,Beauty,WH-MUM,139,14
SKU03948,Product 3948,Apparel,WH-DEL,97,16
SKU03949,Product 3949,Electronics,WH-PUN,182,36
SKU03950,Product 3950,Apparel,WH-PUN,257,28
SKU03951,Product 3951,Toys,WH-MUM,276,20
SKU03952,Product 3952,Beauty,WH-HYD,72,22
SKU03953,Product 3953,Home,WH-MUM,44,23
SKU03954,Product 3954,Sports,WH-PUN,9,11
SKU03955,Product 3955,Books,WH-MUM,105,46
SKU03956,Product 3956,Apparel,WH-DEL,60,32
SKU03957,Product 3957,Beauty,WH-MUM,420,22
SKU03958,Product 3958,Toys,WH-HYD,439,37
SKU03959,Product 3959,Electronics,WH-BLR,254,35
SKU03960,Product 3960,Beauty,WH-BLR,156,31
SKU03961,Product 3961,Books,WH-MUM,42,30
SKU03962,Product 3962,Apparel,WH-PUN,86,50
SKU03963,Product 3963,Apparel,WH-BLR,69,30
SKU03964,Product 3964,Apparel,WH-MUM,351,42
SKU03965,Product 3965,Home,WH-BLR,337,48
SKU03966,Product 3966,Toys,WH-PUN,228,46
SKU03967,Product 3967,Books,WH-MUM,108,48
SKU03968,Product 3968,Beauty,WH-MUM,434,38
SKU03969,Product 3969,Home,WH-PUN,233,25
SKU03970,Product 3970,Apparel,WH-MUM,328,21
SKU03971,Product 3971,Books,WH-PUN,61,41
SKU03972,Product 3972,Books,WH-HYD,0,28
SKU03973,Product 3973,Beauty,WH-MUM,3,15
SKU03974,Product 3974,Apparel,WH-DEL,73,30
SKU03975,Product 3975,Electronics,WH-BLR,143,29
SKU03976,Product 3976,Beauty,WH-PUN,133,23
SKU03977,Product 3977,Beauty,WH-MUM,4,10
SKU03978,Product 3978,Beauty,WH-BLR,54,19
SKU03979,Product 3979,Books,WH-DEL,254,22
SKU03980,Product 3980,Home,WH-PUN,333,17
SKU03981,Product 3981,Electronics,WH-DEL,129,32
SKU03982,Product 3982,Apparel,WH-HYD,,48
SKU03983,Product 3983,Beauty,WH-BLR,321,36
SKU03984,Product 3984,Home,WH-BLR,478,39
SKU03985,Product 3985,Apparel,WH-DEL,477,21
SKU03986,Product 3986,Toys,WH-HYD,466,26
SKU03987,Product 3987,Home,WH-MUM,350,22
SKU03988,Product 3988,Beauty,WH-HYD,198,42
SKU03989,Product 3989,Toys,WH-HYD,331,49
SKU03990,Product 3990,Beauty,WH-HYD,489,29
SKU03991,Product 3991,Beauty,WH-BLR,199,34
SKU03992,Product 3992,Sports,WH-HYD,305,22
SKU03993,Product 3993,Electronics,WH-DEL,,24
SKU03994,Product 3994,Apparel,WH-BLR,105,41
SKU03995,Product 3995,Sports,WH-PUN,,45
SKU03996,Product 3996,Apparel,WH-DEL,485,38
SKU03997,Product 3997,Apparel,WH-HYD,0,40
SKU03998,Product 3998,Sports,WH-PUN,61,34
SKU03999,Product 3999,Home,WH-PUN,36,28
SKU04000,Product 4000,Electronics,WH-PUN,319,32
SKU04001,Product 4001,Home,WH-HYD,61,32
SKU04002,Product 4002,Electronics,WH-HYD,216,12
SKU04003,Product 4003,Apparel,WH-PUN,407,28
SKU04004,Product 4004,Home,WH-BLR,298,35
SKU04005,Product 4005,Toys,WH-HYD,14,42
SKU04006,Product 4006,Apparel,WH-BLR,450,42
SKU04007,Product 4007,Sports,WH-MUM,234,35
SKU04008,Product 4008,Home,WH-DEL,36,10
SKU04009,Product 4009,Beauty,WH-HYD,289,14
SKU04010,Product 4010,Home,WH-PUN,344,20
SKU04011,Product 4011,Apparel,WH-BLR,317,31
SKU04012,Product 4012,Beauty,WH-PUN,488,48
SKU04013,Product 4013,Sports,WH-PUN,23,31
SKU04014,Product 4014,Electronics,WH-HYD,407,46
SKU04015,Product 4015,Apparel,WH-DEL,7,24
SKU04016,Product 4016,Books,WH-HYD,146,14
SKU04017,Product 4017,Apparel,WH-DEL,40,18
SKU04018,Product 4018,Apparel,WH-DEL,240,18
SKU04019,Product 4019,Apparel,WH-PUN,462,50
SKU04020,Product 4020,Home,WH-PUN,417,31
SKU04021,Product 4021,Toys,WH-DEL,359,18
SKU04022,Product 4022,Books,WH-BLR,303,12
SKU04023,Product 4023,Apparel,WH-BLR,237,22
SKU04024,Product 4024,Toys,WH-BLR,23,25
SKU04025,Product 4025,Books,WH-PUN,190,19
SKU04026,Product 4026,Apparel,WH-PUN,113,44
SKU04027,Product 4027,Books,WH-MUM,316,14
SKU04028,Product 4028,Books,WH-DEL,54,25
SKU04029,Product 4029,Toys,WH-PUN,320,47
SKU04030,Product 4030,Toys,WH-HYD,254,25
SKU04031,Product 4031,Toys,WH-HYD,277,48
SKU04032,Product 4032,Beauty,WH-PUN,80,39
SKU04033,Product 4033,Beauty,WH-PUN,199,20
SKU04034,Product 4034,Beauty,WH-DEL,125,50
SKU04035,Product 4035,Books,WH-MUM,282,21
SKU04036,Product 4036,Sports,WH-HYD,66,36
SKU04037,Product 4037,Electronics,WH-MUM,168,26
SKU04038,Product 4038,Home,WH-PUN,351,34
SKU04039,Product 4039,Beauty,WH-MUM,173,22
SKU04040,Product 4040,Beauty,WH-BLR,12,11
SKU04041,Product 4041,Sports,WH-DEL,195,29
SKU04042,Product 4042,Books,WH-PUN,346,50
SKU04043,Product 4043,Toys,WH-PUN,152,49
SKU04044,Product 4044,Electronics,WH-PUN,320,42
SKU04045,Product 4045,Beauty,WH-BLR,359,13
SKU04046,Product 4046,Toys,WH-PUN,88,42
SKU04047,Product 4047,Electronics,WH-BLR,40,10
SKU04048,Product 4048,Electronics,WH-PUN,388,27
SKU04049,Product 4049,Books,WH-BLR,121,47
SKU04050,Product 4050,Home,WH-DEL,61,47
SKU04051,Product 4051,Sports,WH-DEL,361,14
SKU04052,Product 4052,Books,WH-HYD,358,47
SKU04053,Product 4053,Apparel,WH-BLR,210,11
SKU04054,Product 4054,Home,WH-DEL,320,39
SKU04055,Product 4055,Home,WH-PUN,385,31
SKU04056,Product 4056,Toys,WH-MUM,27,28
SKU04057,Product 4057,Toys,WH-BLR,122,38
SKU04058,Product 4058,Toys,WH-PUN,49,20
SKU04059,Product 4059,Sports,WH-DEL,292,19
SKU04060,Product 4060,Sports,WH-MUM,361,26
SKU04061,Product 4061,Electronics,WH-HYD,390,15
SKU04062,Product 4062,Beauty,WH-PUN,345,23
SKU04063,Product 4063,Beauty,WH-BLR,350,27
SKU04064,Product 4064,Electronics,WH-PUN,425,43
SKU04065,Product 4065,Home,WH-DEL,392,37
SKU04066,Product 4066,Apparel,WH-BLR,119,42
SKU04067,Product 4067,Apparel,WH-HYD,53,10
SKU04068,Product 4068,Books,WH-MUM,460,40
SKU04069,Product 4069,Books,WH-MUM,364,14
SKU04070,Product 4070,Apparel,WH-HYD,19,36
SKU04071,Product 4071,Apparel,WH-BLR,474,36
SKU04072,Product 4072,Books,WH-MUM,436,48
SKU04073,Product 4073,Electronics,WH-MUM,137,18
SKU04074,Product 4074,Toys,WH-PUN,184,23
SKU04075,Product 4075,Home,WH-DEL,269,37
SKU04076,Product 4076,Home,WH-HYD,119,43
SKU04077,Product 4077,Toys,WH-DEL,37,36
SKU04078,Product 4078,Toys,WH-MUM,144,37
SKU04079,Product 4079,Beauty,WH-PUN,,27
SKU04080,Product 4080,Beauty,WH-DEL,412,22
SKU04081,Product 4081,Books,WH-PUN,87,13
SKU04082,Product 4082,Electronics,WH-DEL,405,21
SKU04083,Product 4083,Sports,WH-DEL,426,31
SKU04084,Product 4084,Toys,WH-MUM,266,17
SKU04085,Product 4085,Electronics,WH-PUN,429,33
SKU04086,Product 4086,Electronics,WH-DEL,269,13
SKU04087,Product 4087,Home,WH-HYD,48,12
SKU04088,Product 4088,Apparel,WH-MUM,67,25
SKU04089,Product 4089,Home,WH-PUN,455,35
SKU04090,Product 4090,Apparel,WH-PUN,260,47
SKU04091,Product 4091,Electronics,WH-MUM,7,13
SKU04092,Product 4092,Electronics,WH-BLR,275,25
SKU04093,Product 4093,Beauty,WH-BLR,172,15
SKU04094,Product 4094,Beauty,WH-HYD,204,35
SKU04095,Product 4095,Apparel,WH-HYD,25,16
SKU04096,Product 4096,Sports,WH-PUN,203,21
SKU04097,Product 4097,Sports,WH-PUN,237,45
SKU04098,Product 4098,Toys,WH-HYD,140,42
SKU04099,Product 4099,Books,WH-HYD,394,15
SKU04100,Product 4100,Electronics,WH-PUN,279,22
SKU04101,Product 4101,Sports,WH-BLR,432,29
SKU04102,Product 4102,Books,WH-HYD,255,12
SKU04103,Product 4103,Electronics,WH-DEL,178,26
SKU04104,Product 4104,Beauty,WH-BLR,,10
SKU04105,Product 4105,Sports,WH-DEL,321,21
SKU04106,Product 4106,Apparel,WH-DEL,264,23
SKU04107,Product 4107,Books,WH-DEL,58,29
SKU04108,Product 4108,Sports,WH-BLR,429,29
SKU04109,Product 4109,Toys,WH-DEL,322,29
SKU04110,Product 4110,Apparel,WH-DEL,377,27
SKU04111,Product 4111,Home,WH-MUM,389,34
SKU04112,Product 4112,Beauty,WH-PUN,290,50
SKU04113,Product 4113,Home,WH-BLR,301,30
SKU04114,Product 4114,Beauty,WH-BLR,288,29
SKU04115,Product 4115,Toys,WH-DEL,296,11
SKU04116,Product 4116,Electronics,WH-PUN,476,38
SKU04117,Product 4117,Sports,WH-PUN,214,24
SKU04118,Product 4118,Home,WH-MUM,126,10
SKU04119,Product 4119,Home,WH-DEL,31,49
SKU04120,Product 4120,Electronics,WH-DEL,186,22
SKU04121,Product 4121,Electronics,WH-BLR,322,11
SKU04122,Product 4122,Toys,WH-HYD,226,34
SKU04123,Product 4123,Beauty,WH-DEL,36,34
SKU04124,Product 4124,Electronics,WH-HYD,359,35
SKU04125,Product 4125,Books,WH-MUM,284,36
SKU04126,Product 4126,Toys,WH-PUN,159,18
SKU04127,Product 4127,Books,WH-DEL,407,48
SKU04128,Product 4128,Beauty,WH-BLR,267,43
SKU04129,Product 4129,Toys,WH-PUN,158,14
SKU04130,Product 4130,Electronics,WH-PUN,262,34
SKU04131,Product 4131,Beauty,WH-PUN,293,18
SKU04132,Product 4132,Toys,WH-MUM,115,26
SKU04133,Product 4133,Home,WH-DEL,459,30
SKU04134,Product 4134,Beauty,WH-BLR,189,29
SKU04135,Product 4135,Toys,WH-HYD,255,20
SKU04136,Product 4136,Toys,WH-BLR,42,46
SKU04137,Product 4137,Toys,WH-BLR,209,35
SKU04138,Product 4138,Electronics,WH-PUN,78,14
SKU04139,Product 4139,Electronics,WH-MUM,208,47
SKU04140,Product 4140,Home,WH-DEL,346,40
SKU04141,Product 4141,Books,WH-BLR,376,22
SKU04142,Product 4142,Sports,WH-DEL,34,14
SKU04143,Product 4143,Electronics,WH-HYD,224,37
SKU04144,Product 4144,Sports,WH-HYD,421,25
SKU04145,Product 4145,Beauty,WH-BLR,418,16
SKU04146,Product 4146,Sports,WH-MUM,357,45
SKU04147,Product 4147,Apparel,WH-MUM,294,42
SKU04148,Product 4148,Home,WH-DEL,481,29
SKU04149,Product 4149,Beauty,WH-DEL,,33
SKU04150,Product 4150,Beauty,WH-DEL,355,20
SKU04151,Product 4151,Beauty,WH-MUM,425,34
SKU04152,Product 4152,Home,WH-HYD,492,27
SKU04153,Product 4153,Books,WH-HYD,51,30
SKU04154,Product 4154,Beauty,WH-HYD,202,39
SKU04155,Product 4155,Home,WH-HYD,48,17
SKU04156,Product 4156,Electronics,WH-DEL,497,18
SKU04157,Product 4157,Beauty,WH-DEL,19,16
SKU04158,Product 4158,Books,WH-DEL,267,31
SKU04159,Product 4159,Sports,WH-PUN,320,22
SKU04160,Product 4160,Home,WH-PUN,391,37
SKU04161,Product 4161,Books,WH-PUN,251,21
SKU04162,Product 4162,Beauty,WH-BLR,411,33
SKU04163,Product 4163,Toys,WH-MUM,369,18
SKU04164,Product 4164,Beauty,WH-HYD,176,15
SKU04165,Product 4165,Electronics,WH-BLR,178,22
SKU04166,Product 4166,Toys,WH-PUN,177,50
SKU04167,Product 4167,Books,WH-MUM,262,44
SKU04168,Product 4168,Toys,WH-PUN,24,36
SKU04169,Product 4169,Sports,WH-HYD,33,50
SKU04170,Product 4170,Books,WH-BLR,264,10
SKU04171,Product 4171,Home,WH-BLR,419,27
SKU04172,Product 4172,Apparel,WH-BLR,488,47
SKU04173,Product 4173,Toys,WH-HYD,308,44
SKU04174,Product 4174,Apparel,WH-BLR,191,17
SKU04175,Product 4175,Books,WH-DEL,353,14
SKU04176,Product 4176,Apparel,WH-BLR,364,47
SKU04177,Product 4177,Sports,WH-BLR,278,10
SKU04178,Product 4178,Electronics,WH-MUM,289,10
SKU04179,Product 4179,Apparel,WH-HYD,24,36
SKU04180,Product 4180,Home,WH-PUN,,29
SKU04181,Product 4181,Books,WH-PUN,426,11
SKU04182,Product 4182,Home,WH-DEL,54,31
SKU04183,Product 4183,Home,WH-DEL,221,19
SKU04184,Product 4184,Home,WH-HYD,427,45
SKU04185,Product 4185,Electronics,WH-PUN,250,12
SKU04186,Product 4186,Home,WH-PUN,312,13
SKU04187,Product 4187,Apparel,WH-HYD,,48
SKU04188,Product 4188,Sports,WH-DEL,,27
SKU04189,Product 4189,Apparel,WH-HYD,200,48
SKU04190,Product 4190,Electronics,WH-PUN,439,46
SKU04191,Product 4191,Electronics,WH-PUN,466,22
SKU04192,Product 4192,Sports,WH-HYD,393,27
SKU04193,Product 4193,Toys,WH-PUN,271,22
SKU04194,Product 4194,Apparel,WH-HYD,194,47
SKU04195,Product 4195,Beauty,WH-DEL,465,36
SKU04196,Product 4196,Apparel,WH-HYD,358,38
SKU04197,Product 4197,Beauty,WH-DEL,343,39
SKU04198,Product 4198,Books,WH-HYD,469,30
SKU04199,Product 4199,Sports,WH-HYD,94,46
SKU04200,Product 4200,Home,WH-BLR,361,34
SKU04201,Product 4201,Electronics,WH-MUM,318,27
SKU04202,Product 4202,Sports,WH-PUN,362,39
SKU04203,Product 4203,Sports,WH-PUN,473,15
SKU04204,Product 4204,Books,WH-MUM,343,16
SKU04205,Product 4205,Apparel,WH-MUM,353,30
SKU04206,Product 4206,Apparel,WH-HYD,426,40
SKU04207,Product 4207,Home,WH-DEL,18,44
SKU04208,Product 4208,Beauty,WH-MUM,411,31
SKU04209,Product 4209,Electronics,WH-MUM,,37
SKU04210,Product 4210,Home,WH-MUM,83,44
SKU04211,Product 4211,Sports,WH-PUN,41,44
SKU04212,Product 4212,Toys,WH-HYD,337,38
SKU04213,Product 4213,Sports,WH-MUM,264,11
SKU04214,Product 4214,Apparel,WH-PUN,51,17
SKU04215,Product 4215,Sports,WH-BLR,471,43
SKU04216,Product 4216,Electronics,WH-HYD,236,27
SKU04217,Product 4217,Books,WH-DEL,429,29
SKU04218,Product 4218,Apparel,WH-DEL,448,16
SKU04219,Product 4219,Home,WH-PUN,123,44
SKU04220,Product 4220,Home,WH-BLR,439,45
SKU04221,Product 4221,Books,WH-BLR,454,44
SKU04222,Product 4222,Toys,WH-DEL,339,29
SKU04223,Product 4223,Home,WH-HYD,8,21
SKU04224,Product 4224,Beauty,WH-PUN,159,37
SKU04225,Product 4225,Books,WH-BLR,351,32
SKU04226,Product 4226,Beauty,WH-BLR,430,23
SKU04227,Product 4227,Books,WH-BLR,210,40
SKU04228,Product 4228,Apparel,WH-BLR,468,13
SKU04229,Product 4229,Books,WH-PUN,256,10
SKU04230,Product 4230,Home,WH-MUM,123,28
SKU04231,Product 4231,Beauty,WH-PUN,158,28
SKU04232,Product 4232,Apparel,WH-BLR,411,14
SKU04233,Product 4233,Books,WH-DEL,499,48
SKU04234,Product 4234,Home,WH-PUN,164,34
SKU04235,Product 4235,Beauty,WH-DEL,287,41
SKU04236,Product 4236,Toys,WH-BLR,235,13
SKU04237,Product 4237,Beauty,WH-PUN,400,10
SKU04238,Product 4238,Sports,WH-DEL,293,46
SKU04239,Product 4239,Books,WH-PUN,312,27
SKU04240,Product 4240,Beauty,WH-HYD,203,14
SKU04241,Product 4241,Electronics,WH-PUN,238,46
SKU04242,Product 4242,Electronics,WH-DEL,190,12
SKU04243,Product 4243,Books,WH-MUM,110,35
SKU04244,Product 4244,Apparel,WH-MUM,373,40
SKU04245,Product 4245,Beauty,WH-BLR,354,14
SKU04246,Product 4246,Books,WH-PUN,29,12
SKU04247,Product 4247,Sports,WH-DEL,72,32
SKU04248,Product 4248,Toys,WH-PUN,232,31
SKU04249,Product 4249,Electronics,WH-DEL,191,13
SKU04250,Product 4250,Home,WH-MUM,391,27
SKU04251,Product 4251,Home,WH-HYD,37,34
SKU04252,Product 4252,Apparel,WH-DEL,348,33
SKU04253,Product 4253,Beauty,WH-BLR,372,41
SKU04254,Product 4254,Beauty,WH-BLR,190,21
SKU04255,Product 4255,Apparel,WH-DEL,11,38
SKU04256,Product 4256,Sports,WH-PUN,163,21
SKU04257,Product 4257,Sports,WH-BLR,421,46
SKU04258,Product 4258,Electronics,WH-MUM,358,22
SKU04259,Product 4259,Electronics,WH-DEL,235,24
SKU04260,Product 4260,Beauty,WH-HYD,328,11
SKU04261,Product 4261,Books,WH-HYD,494,21
SKU04262,Product 4262,Books,WH-BLR,2,19
SKU04263,Product 4263,Books,WH-MUM,456,43
SKU04264,Product 4264,Apparel,WH-BLR,311,24
SKU04265,Product 4265,Beauty,WH-HYD,331,33
SKU04266,Product 4266,Beauty,WH-HYD,215,49
SKU04267,Product 4267,Home,WH-HYD,473,34
SKU04268,Product 4268,Sports,WH-MUM,443,23
SKU04269,Product 4269,Apparel,WH-MUM,425,17
SKU04270,Product 4270,Toys,WH-MUM,495,42
SKU04271,Product 4271,Apparel,WH-HYD,144,45
SKU04272,Product 4272,Sports,WH-PUN,309,12
SKU04273,Product 4273,Beauty,WH-HYD,454,32
SKU04274,Product 4274,Toys,WH-MUM,243,37
SKU04275,Product 4275,Home,WH-PUN,406,31
SKU04276,Product 4276,Books,WH-HYD,346,45
SKU04277,Product 4277,Beauty,WH-MUM,190,33
SKU04278,Product 4278,Toys,WH-PUN,44,21
SKU04279,Product 4279,Apparel,WH-HYD,141,46
SKU04280,Product 4280,Home,WH-HYD,123,44
SKU04281,Product 4281,Apparel,WH-PUN,348,45
SKU04282,Product 4282,Home,WH-DEL,487,35
SKU04283,Product 4283,Apparel,WH-BLR,177,43
SKU04284,Product 4284,Apparel,WH-MUM,251,16
SKU04285,Product 4285,Sports,WH-HYD,44,40
SKU04286,Product 4286,Beauty,WH-BLR,271,26
SKU04287,Product 4287,Electronics,WH-MUM,321,28
SKU04288,Product 4288,Beauty,WH-HYD,286,38
SKU04289,Product 4289,Beauty,WH-HYD,153,22
SKU04290,Product 4290,Beauty,WH-DEL,299,11
SKU04291,Product 4291,Electronics,WH-PUN,98,44
SKU04292,Product 4292,Toys,WH-BLR,224,41
SKU04293,Product 4293,Toys,WH-PUN,249,36
SKU04294,Product 4294,Electronics,WH-HYD,495,44
SKU04295,Product 4295,Toys,WH-PUN,258,34
SKU04296,Product 4296,Books,WH-MUM,224,21
SKU04297,Product 4297,Electronics,WH-MUM,487,11
SKU04298,Product 4298,Toys,WH-MUM,340,40
SKU04299,Product 4299,Home,WH-HYD,273,21
SKU04300,Product 4300,Toys,WH-DEL,73,35
SKU04301,Product 4301,Home,WH-HYD,107,31
SKU04302,Product 4302,Sports,WH-HYD,47,30
SKU04303,Product 4303,Electronics,WH-MUM,395,24
SKU04304,Product 4304,Apparel,WH-DEL,43,28
SKU04305,Product 4305,Electronics,WH-BLR,456,43
SKU04306,Product 4306,Books,WH-PUN,64,42
SKU04307,Product 4307,Toys,WH-HYD,328,49
SKU04308,Product 4308,Sports,WH-HYD,24,42
SKU04309,Product 4309,Home,WH-DEL,218,50
SKU04310,Product 4310,Beauty,WH-HYD,129,13
SKU04311,Product 4311,Toys,WH-DEL,401,41
SKU04312,Product 4312,Toys,WH-MUM,7,46
SKU04313,Product 4313,Sports,WH-HYD,121,39
SKU04314,Product 4314,Electronics,WH-DEL,,31
SKU04315,Product 4315,Books,WH-BLR,189,21
SKU04316,Product 4316,Home,WH-DEL,198,18
SKU04317,Product 4317,Beauty,WH-MUM,134,31
SKU04318,Product 4318,Books,WH-PUN,78,33
SKU04319,Product 4319,Beauty,WH-PUN,367,38
SKU04320,Product 4320,Toys,WH-BLR,494,30
SKU04321,Product 4321,Beauty,WH-PUN,58,25
SKU04322,Product 4322,Electronics,WH-BLR,71,20
SKU04323,Product 4323,Beauty,WH-DEL,408,15
SKU04324,Product 4324,Books,WH-DEL,109,42
SKU04325,Product 4325,Electronics,WH-BLR,25,15
SKU04326,Product 4326,Home,WH-PUN,382,43
SKU04327,Product 4327,Electronics,WH-PUN,26,26
SKU04328,Product 4328,Books,WH-MUM,226,31
SKU04329,Product 4329,Beauty,WH-HYD,184,25
SKU04330,Product 4330,Books,WH-BLR,148,19
SKU04331,Product 4331,Apparel,WH-BLR,286,48
SKU04332,Product 4332,Apparel,WH-BLR,34,14
SKU04333,Product 4333,Toys,WH-BLR,281,36
SKU04334,Product 4334,Sports,WH-MUM,199,49
SKU04335,Product 4335,Sports,WH-BLR,,32
SKU04336,Product 4336,Sports,WH-DEL,300,43
SKU04337,Product 4337,Beauty,WH-PUN,139,43
SKU04338,Product 4338,Toys,WH-HYD,416,23
SKU04339,Product 4339,Sports,WH-HYD,70,30
